Governate_Name_English,Governate_Name_Arabic,Governate_Latitude,Governate_Longitude,Wallyat_Name_English,Wallyat_Name_Arabic,Wallyat_Latitude,Wallyat_Longitude,Village_Name_English,Village_Name_Arabic,Village_Latitude,Village_Longitude
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Slot,سلوت,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tanuf,تنوف,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Ad Daliah,طوي الضليعة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Arus,طوي العروس,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Buwayrdah,طوي البويردة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Ghanimah,طوي الغنيمة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Ghubayrah,طوي الغبيرة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Jazam,طوي الجزم,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Khati,طوي الخاطي,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Lathlah,طوي اللثلة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Mahduthah,طوي المحدوثة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Mahkah,طوي المهكه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Makramiyah,طوي المكرمية,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Manyah,طوي المانية,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Maqabah,طوي المقاعبة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Mihaydthah,طوي المحيدثة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Mushayb,طوي المشعيب,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Qarn,طوي القرن,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Qarrah,طوي القاره,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Qiraytah,طوي القريطة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Al Quwayrah,طوي القويرة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi An Nisf,طوي النصف,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Ar Ras,طوي الراس,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Ar Ridaydah,طوي الرديدة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Ar Rissah,طوي الرسة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi As Sanfari,طوي السنفري,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Ash Shahiyah,طوي الشهية,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Ash Shaqwa,طوي الشقوى,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Qawqaw,طوي قوقو,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Sadah,طوى سعده,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Tawi Sayf,طوي سيف,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Taymsa,طيمسا,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Wadi Al Maalif,وادي المعالف,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Wadi Al Muaydin,وادي المعيدن,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Wadi As Sidrah,وادي السدرة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Wadi Bani Habib,وادي بني حبيب,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Wadi Kalbuh,وادي كلبوه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,Wadi Musalla,وادي مصلي,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,ابو ذوؤابة,ابو ذوؤابة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,البحير,البحير,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الحاجر,الحاجر,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الخرار,الخرار,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الخضراء,الخضراء,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الرويشيه,الرويشيه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,السحية,السحية,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,السعاليه,السعاليه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,السويق,السويق,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الشعبيه الجنوبيه,الشعبيه الجنوبيه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الصقرية,الصقرية,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,العداسية,العداسية,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,العقر,العقر,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,العلاية,العلاية,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,العيينة,العيينة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الغافتين,الغافتين,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الغبرة,الغبرة,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الغنتق,الغنتق,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الفرع,الفرع,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,القرطيه,القرطيه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,القريطه,القريطه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,القظبات,القظبات,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,المجميل,المجميل,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,المده,المده,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,المسفاه,المسفاه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,المعيمير,المعيمير,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,المويدين,المويدين,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الميدانيه,الميدانيه,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,الوهمان,الوهمان,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,بركة الموز,بركة الموز,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,بستان قسام,بستان قسام,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,جحفان,جحفان,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,حارة الوادي,حارة الوادي,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,حي العين,حي العين,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,خراسين,خراسين,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,خضراء الصراني,خضراء الصراني,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,دارس,دارس,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,ردة البوسعيد,ردة البوسعيد,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,ردة الكنود,ردة الكنود,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,سيباء,سيباء,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,سيخ القاع,سيخ القاع,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,ضوت,ضوت,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,غاف الشيخ,غاف الشيخ,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,غبرة نزوى,غبرة نزوى,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,مرفع دارس,مرفع دارس,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Nizwa,نــــزوى,22.9171031,57.536292,وادي سميط,وادي سميط,22.9171031,57.536292
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082, وادي محرم, وادي محرم,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Ad Dahyah,الدحية,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Ad Dasur,الدسر,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Afyah,العافية,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Ayn,العين,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Biah,البيعة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Bir,البير,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Faljat,الفلجات,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Faljayn,الفلجين,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Fankh,الفنخ,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Ghubayra,الغبيراء,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Ghubrah,الغبرة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Hawb,الهوب,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Ijam,العجم,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Janah,الجناة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Jarda,الجردا,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Jaylah,الجيلة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Jilban,الجلبان,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Khubar,الخوبار,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Mahal,المحل,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Manabik,المنابك,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Milayhah,المليحه,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Misfah,المسفاه,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Mughbariyah,المغبارية,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Ula,العلاء,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Uwaynah,العوينه,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Al Uyaynah,العيينه,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,An Nahdah,النهده,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,An Najd,النجد,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,An Nijayd,النجيد,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Ar Rissah,الرسة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Ar Ruhbah,الرحبة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Ar Rumrami,الرمرامى,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,As Sahmiyah,السحميه,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,As Samyah,الصمية,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,As Sayh,السيح,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,As Sinslah,السنسله,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,As Sub,السوب,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Ash Sharjah,الشرجة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Ash Shuwaghi,الشواغي,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Ash Shuwayi,الشويعى,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,At Tuwayy,الطوي,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,At Tuwayyah,الطويه,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Bawri,بورى,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Biyaq,بياق,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Falaj Al Maraghah,فلج المراغه,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Fayhah,فيحة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Hannah,حنة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Hassas,هصاص,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Hil,هيل,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Jahas,جهاص,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Khatun,خاتون,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Khilah,خلة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Lizugh,لزغ,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Mahram,محرم,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Manal,منال,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Miraywah,مريوة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Mizayra,مزيرع,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Nidab,نداب,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Rissat Bu Mibasli,رسة بو مباسلي,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Samail,سمائل,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Sawmrah,صومرة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Sayh Adh Dhahir,سيح الظاهر,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Sayh Ar Rasiyat,سيح البشائر,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Sayja,سيجاء,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Sayya,صياء,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Surur,سرور,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Tawi Al Qadimah,طوي القديمة,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Tawi An Nuss,طوي النص,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi Al Birak,وادي البرك,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi Al Husayn,وادي الحصين,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi Al Uqq,وادى العق,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi As Sijani,وادى السيجانى,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi As Sukhnan,وادي السخنان,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi Dama,وادي دما,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi Jibbu,وادي جبو,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi Mayh,وادي ميه,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi Qari,وادى قرى,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wadi Suqut,وادى سقط,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Wusad,وصاد,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,Yawrakh,يورخ,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,البرك,البرك,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,البكريين,البكريين,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,التوفيق,التوفيق,23.2968896,57.973082
Al-Dakhiliyah,محافظة الداخلية,22.8588758,57.5394356,Sumail,سمائل,23.2968896,57.973082,الجمار,الجمار,23.2968896,57.973082
